,sentence,polarity,happiness,sadness,anger,surprise,disgust,fear
tw2xFbfgV4U[2],sp screen resolution is a commonly used spec when buying a device sp but it's actually not that useful when designing for android sp because,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
tw2xFbfgV4U[3],android sp because sp thinking of screens sp in terms of sp pixels ignores the notion of sp physical size sp which for touch device is really really important sp when,0.67,0.0,0.33,0.0,0.0,0.0,0.0
tw2xFbfgV4U[4],mind sp mobile designers accustomed to ios sp where there was only one form factor to design for sp would apply that same practices to sp android sp and design sp assets for one or two flagship devices sp with exact sp pixel sizes sp these,0.33,1.0,0.0,0.0,0.0,0.0,0.0
tw2xFbfgV4U[5],sizes sp these designs would look horrible when viewed in a device with different proportions sp android,-1.33,0.0,0.67,0.0,0.33,0.33,0.0
tw2xFbfgV4U[6],more sp but before we get into all those really fun things sp we'll first need to learn about one of the core aspects of android design sp that,0.67,0.33,0.0,0.0,0.0,0.0,0.0
tw2xFbfgV4U[7],densities sp recognizing that generating pixel perfect assets sp for every existing device sp doesn't scale sp and that one would need a systematic way to deal with assets on different screens sp to better fit sp,-0.33,0.33,0.0,0.0,0.0,0.0,0.67
tw2xFbfgV4U[8],design sp that your designs must work on a lot of often sp very different devices sp android,0.33,0.33,0.67,0.0,0.0,0.0,0.0
tw2xFbfgV4U[9],daunting sp the good news is that android has been designed to handle this variety in device types sp from day one sp the,1.33,0.33,0.0,0.0,0.0,0.0,0.0
tw2xFbfgV4U[10],sp your goal should be to create a single app sp that runs across a range of devices adapting the interface sp depending on what device it's currently running on sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
t4-ZulW5np4[0],sp we now have the technology available to us to enable this for the mass sp market and what this sp results in for our clients is sp extraordinary measurable results sp,1.67,0.67,1.0,0.0,0.0,0.0,0.0
t4-ZulW5np4[1],sp and your company prides itself as the customer engagement experts sp why is customer engagement important sp and just as importantly is it sp profitable sp,-0.67,0.0,0.0,0.33,0.33,0.67,0.0
t4-ZulW5np4[2],indeed customer engagement is very important for the health of any organization sp customers,1.0,0.33,1.0,0.0,0.0,0.0,0.0
t4-ZulW5np4[3],organization sp customers sp are companies' most important asset and they need to feel valued beyond just sp that relationship sp,1.0,0.33,0.0,0.0,0.0,0.0,0.0
t4-ZulW5np4[4],sp your most engaged sp customers are also your most profitable and your most influential sp,2.0,0.67,0.0,0.0,0.33,0.0,0.0
236696[0],hi expo sp this,0.33,0.0,0.0,1.0,0.0,0.0,0.0
236696[1],expo sp this sp is nikki sp this sp is my,0.0,0.0,0.0,0.67,0.0,0.0,0.0
236696[2],sp i'm actually kind of sp sad i own this movie sp but sp anyway sp umm it's sp ninety minutes sp long sp it's rated sp,-2.0,0.0,1.33,1.0,0.33,0.67,0.0
236696[3],sp who knows sp somebody might like it sp uhh,-1.33,0.0,0.33,0.67,0.0,0.0,0.0
236696[4],sp i wouldn't recommend it sp i'd probably,-2.0,0.67,0.0,1.0,0.0,0.0,0.0
236696[5],recommend it sp i'd probably give this sp one sp a sp one if sp that sp,-2.67,0.0,0.0,1.0,0.0,0.0,0.0
236696[6],sp so sp umm sp if you're wanting to sp see a terrible movie just to see how bad movies can get sp uhh this would be the one to check out sp,-2.0,0.0,0.67,0.0,0.0,1.0,0.0
236696[7],sp uhh my date with sp drew sp thanks,0.0,0.0,0.0,1.0,0.0,0.0,0.0
236696[8],is nikki sp this sp is my review on sp my date with sp drew sp,0.0,0.0,0.0,1.0,0.0,0.0,0.0
236696[9],umm sp don't waste your time sp this sp,-2.67,0.0,0.0,1.0,0.0,0.0,0.0
236696[10],time sp this sp is sp a terrible movie sp umm,-3.0,0.0,0.67,1.33,0.0,0.33,0.0
236696[11],umm a guy sp umm sp who's sp had sp this lifelong sp uhh crush sp on drew barrymore sp umm sp decides twenty years later that he's sp going sp to sp make his dream come true and go on a date sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236696[12],sp okay that's all i'll sp say sp but that's all that matters sp uhh,0.0,0.0,0.0,0.0,0.0,0.33,0.0
236696[13],uhh sp it's sp terrible sp it's actually,-2.67,0.33,0.33,0.0,0.0,1.33,0.0
236696[14],terrible sp it's actually terrible it's sp not sp funny,-2.33,0.0,0.33,1.0,0.0,0.0,0.0
236696[15],actually terrible it's sp not sp funny it's not interesting sp,-2.0,0.0,0.67,1.0,0.0,0.33,0.0
zURYO3k8lW0[0],out sp however there is one that shows a section for your investment sp activities sp another that shows your financing sp activities and a sp third section that shows your operation activities sp and,0.33,0.0,0.0,0.67,0.0,0.67,0.33
zURYO3k8lW0[1],statements sp and one of the three most importance sp financial sp statements is the cash sp flow sp,1.0,0.67,0.0,0.0,0.0,0.0,0.0
zURYO3k8lW0[2],is sp so sp after you account for sp the cash that's flown out and sp the cash sp that's sp flown sp in sp that will show you how much money you have at the end of sp the month sp it's,0.33,0.33,0.0,0.0,0.0,0.0,0.33
wfLrS6CdFs4[0],sp hello my name is igor and i'll be sp telling you something sp very sp very different i am a cultural,1.0,1.67,0.0,0.0,0.0,0.0,0.67
wfLrS6CdFs4[1],very different i am a cultural anthropologist which means i sp work primarily with living sp people and with sp the sp cultures of sp today sp,0.33,0.67,0.0,0.0,0.0,0.0,0.0
219310[0],sp corbitt here sp reviewing the movie reign of fire sp reign of fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219310[1],fire sp reign of fire is a movie starring matthew mcconaughey and christian bale and sp it's about this dragon that's found in the earth sp and uhh basically all hell rains loose when it sp gets freed the world is pretty much being destroyed sp and umm sp there's not much to say about this movie sp you know,-0.67,0.0,0.67,0.0,0.0,0.0,0.0
219310[2],this sp i guess if you're a huge sp dragon fan you might wanna check it out but umm this definitely a pass for me sp,-2.0,0.0,0.0,0.0,0.33,1.0,0.0
219310[3],movie sp you know i'm a huge fan of both the stars matthew mcconaughey and christian bale sp christian,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219310[4],bale sp christian bale has done a sp lot of good movies sp and sp i don't know what happened but umm sp this isn't that good of a movie sp,-1.33,0.0,0.0,0.0,0.33,1.33,0.0
219310[5],umm sp you'd think even these two great actors could save it but sp that's not the case sp umm,-2.33,0.0,0.0,0.33,0.67,1.33,0.0
219310[6],sp umm it's just not that good of an action movie sp the,-1.33,0.0,0.0,0.0,0.0,0.0,0.0
219310[7],movie sp the conversations with the people are just like sp they don't sound right they don't sound real sp umm,-1.0,0.0,0.0,0.0,0.33,0.67,0.0
219310[8],umm sp it seems a little over the top even for having a dragon in sp it and umm sp it's just not that good sp umm,-1.67,0.33,0.0,0.33,0.0,0.67,0.0
219310[9],umm sp surprisingly with this movie sp they sp added a lot of extra sp features including a making of dragons sp a pyrotechnics uhh sp conversations with the director a trailer sp and surround sound sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
219310[10],sp but umm i really wouldn't recommend this sp i guess,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
L6pg3DQKoH4[0],i had the opportunity to talk to a lot of saskatchewan people this summer sp,0.67,0.67,0.0,0.0,0.0,0.0,0.0
L6pg3DQKoH4[1],sp and you know increasingly there's sort of these anecdotal sp stories of how our economy is improving sp even in the face of sp of ongoing challenges sp like low commodity prices sp,1.0,0.33,0.0,0.0,0.0,0.0,0.0
L6pg3DQKoH4[2],sp and now sp there's been some statistical sp reinforcement of those anecdotal stories some evidence sp,0.33,0.33,0.0,0.67,0.33,0.0,0.0
L6pg3DQKoH4[3],sp building permits showed saskatchewan led the nation in terms of building permit growth per cent sp,0.67,0.0,0.0,0.33,0.33,0.0,0.0
L6pg3DQKoH4[4],sp we're leading in terms of the pace of growth of manufacturing sales sp and,1.0,0.33,0.0,0.0,0.0,0.0,0.0
L6pg3DQKoH4[5],sales sp and that's manufacturing in sp food processing sp machinery manufacturing chemical sp processing sp,0.0,0.33,0.0,1.0,0.33,0.0,0.0
L6pg3DQKoH4[6],sp and just today sp new car sales new vehicle sales are up in saskatchewan per sp cent,1.0,0.0,0.0,1.0,0.0,0.0,0.0
L6pg3DQKoH4[7],sp there are still many challenges ahead sp commodity,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
L6pg3DQKoH4[8],challenges ahead sp commodity prices remain low but you have sp built a resilient diversified strong economy sp that is seeing saskatchewan through this time and when we come,2.0,1.0,0.0,0.0,0.33,0.0,0.0
80627[0],sp hi umm today the,0.67,1.0,0.0,0.0,0.0,0.0,0.0
80627[1],hi umm today the product that i'm going to review is a sp this is,0.0,0.67,1.0,0.0,0.0,0.0,0.0
80627[2],sp it's sp a sp stupid film i hate it nicole,-2.67,0.33,1.0,1.33,0.0,1.33,0.0
80627[3],film i hate it nicole kidman,-1.33,0.0,0.33,0.67,0.0,1.0,0.0
80627[4],film i hate it nicole kidman kind of goes cuckoo during the movie sp,0.0,0.67,0.0,0.0,0.0,0.0,0.0
80627[5],sp there's battle scenes sp and sp it's sp it's sp stutter not a movie that i like sp but,-2.0,0.0,1.0,0.0,0.33,1.0,0.33
80627[6],a sp this is cold mountain sp starring jude law sp nicole kidman and renee sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80627[7],sp this was the winner of sp the academy award sp umm best supporting actress renee sp i,1.0,1.33,0.0,0.0,0.0,0.0,0.0
80627[8],actress renee sp i sp hated sp this movie sp {lg} sp umm,-2.67,0.33,0.67,0.67,0.0,1.33,0.0
80627[9],umm sp i give it sp probably two stars just because of the actors that are in it i like them {lg},-1.0,1.33,0.67,0.33,0.0,0.0,0.0
80627[10],sp but if they didn't have those actors i would give it a one sp,-2.33,1.0,0.0,0.0,0.0,1.0,0.0
80627[11],sp the story is about umm the civil war sp and how this sp town i believe it's called uhh sp it's cold mountain sp umm in sp north carolina sp,0.0,1.33,0.0,0.0,0.67,0.0,0.0
80627[12],sp and sp umm the men of sp cold mountain decide to go and join the the stutter war sp umm,0.0,0.67,0.33,0.0,0.0,0.0,0.0
80627[13],umm sp the story is mainly about nicole kidman and renee as they try to survive sp through the war and wait sp for their sp loved ones to come back sp,0.33,1.0,0.0,0.0,0.0,0.0,0.0
80620[0],sp hi umm today's,0.33,1.33,0.0,0.0,0.0,0.0,0.0
80620[1],hi umm today's product that i'm going to review is sp the bewitched starring sp nicole sp kidman sp and will ferrell sp,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
80620[2],sp i sp mean it's about two hours long sp umm,0.0,0.33,0.0,0.0,0.0,1.0,0.0
80620[3],sp i didn't care for this movie {lg} sp,-2.0,0.67,0.0,0.0,0.0,1.33,0.0
80620[4],sp umm i give it probably a two sp a rating of two sp,-1.67,0.67,0.67,0.33,0.0,0.33,0.0
80620[5],sp and the reason i didn't like it is because sp will ferrell plays an actor sp who is going to be doing a new and improved version sp of bewitched sp and then umm nicole kidman plays a real life witch who comes down to earth to live and then ended up sp being cast in the role of samantha on bewitched it's sp,-1.67,0.0,0.33,0.0,0.33,0.67,0.0
80620[6],samantha on bewitched it's sp just a really sp corny movie sp umm i hate,-2.0,1.0,0.0,0.0,0.0,1.67,0.0
80620[7],movie sp umm i hate the way that they did that sp,-2.67,0.33,1.33,0.67,0.33,2.0,0.0
80620[8],sp pretending that umm you know sp there were two sp people and then sp they were gonna start playing the actors samantha and darren so it's really not about bewitched sp umm,-0.33,0.33,0.33,0.0,0.67,0.0,0.0
80620[9],umm sp it's more about this sp girl who's a witch who plays samantha sp,0.0,0.67,0.0,0.0,0.0,0.67,0.0
80620[10],sp but as i said i don't really care for it sp,-1.67,0.0,0.67,0.0,0.0,0.33,0.0
oj7A8mpuBeQ[0],form of a pixar movie sp and that structure,0.33,0.33,0.33,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[1],movie sp and that structure lends itself beautifully sp to sp entrepreneurial activities sp you say,0.67,0.0,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[2],yourself sp here's another interesting way to pitch sp built on the evidence sp it turns,0.33,0.0,0.33,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[3],evidence sp it turns out sp that sp pitches that rhyme sp are often more effective sp than pitches that don't now this seems,0.33,0.33,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[4],pitches that don't now this seems sp peculiar but there's great research out of lafayette college and here's what they did,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[5],activities sp you say once upon a time everybody did something sp a certain way sp every,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[6],way sp every day sp they led a life there were things that didn't work very very well one day,-1.0,0.0,0.0,0.33,0.0,0.33,0.0
oj7A8mpuBeQ[7],very well one day we came along sp with a way to solve their problem sp because of,1.0,1.0,0.0,0.0,0.0,0.33,0.0
oj7A8mpuBeQ[8],problem sp because of that sp their lives improved sp because of,0.67,0.33,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[9],improved sp because of that sp something else improved sp until finally,0.33,0.67,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[10],improved sp until finally people realized that sp the way to solve their problems the way to lead a better life sp is to buy our sp product sp it's,0.67,0.67,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[11],product sp it's so unbelievably simple and it's so much at our fingertips so i encourage,1.33,0.67,0.0,0.0,0.0,0.0,0.0
oj7A8mpuBeQ[12],fingertips so i encourage you sp know sp watch a pixar movie sp look at this pixar pitch sp and give it a try yourself sp here's,0.33,0.67,0.67,0.0,0.67,0.0,0.0
xNYsfeSgDCQ[0],if a client enjoys working with you sp they're much more likely to pay you sp on time sp in the client,1.33,1.67,0.0,0.0,0.0,0.0,0.0
xNYsfeSgDCQ[1],time sp in the client freelancer relationship just like sp in any relationship sp communication is key sp it's especially,1.33,2.0,0.0,0.0,0.0,0.0,0.0
xNYsfeSgDCQ[2],key sp it's especially important too if the client is in another country as many of mine are you can't just meet,1.33,1.33,0.0,0.0,0.0,0.0,0.0
xNYsfeSgDCQ[3],communicate sp i mentioned in the last video about invoicing that sp when you send an invoice to a client you should spell out the important details in an email too sp now this might,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11650[0],hey you all how's it going,0.33,0.67,0.0,0.0,0.0,0.0,0.0
11650[1],hey you all how's it going sp my name is jordan and i'm going to be reviewing a movie today and that movie,0.67,0.33,0.0,0.0,0.0,0.0,0.0
11650[2],holes sp i wouldn't really recommend it if you're kind of sp uhh if you like to sp think about things and you know if if sp stutter you're looking for just sp sheer blow up sp stuff and sp you know sp things going fast and things blowing up sp then i would definitely recommend seeing this movie however if,0.33,0.0,0.33,0.0,0.0,0.33,0.0
11650[3],seeing this movie however if you're looking for sp a sp sophisticated action movie that make sp sense sp then i would not recommend sp this umm the acting,-1.0,0.0,0.0,0.0,0.0,0.33,0.0
11650[4],recommend sp this umm the acting is only sp so so sp i didn't really,0.0,0.0,0.0,0.0,0.0,0.33,0.0
